DATA;PLACA;CHASSI;MARCA;MODELO;VEICULO;Local Sinistro;ZONA/ESTADO DO SINISTRO;;
21/9/15 16:13;FHH6776;9C2KF1710FR811353;HONDA;PCX 150;MOTOCICLETA;Rua Joaquim Marra – Vila Matilde;ZONA LESTE/SP;;
24/9/15 16:18;DRI0470;9BWHJ21J624011749;VW;Golf GTI;CARRO;R. Pedro Ferrari, S/N - Centro, Pedreira - SP;Interior/SP;;
24/9/15 16:50;ESR5899;9C2KC1680CR453899;HONDA;CG 150 FAN ESDI;MOTOCICLETA;Rua Professor Daher Cutait, 69  - Bela Vista - Centro - SP;Centro/SP;;
25/9/15 21:13;KPR0527;9C6KE092080143305;YAMAHA ;YBR 125 K;MOTOCICLETA;R. José Versolato, 111 – Centro - São Bernardo do Campo – SP;ABCD/SP;;
27/9/15 12:53;DQR8031;9BWCB05W36P010533;VW;GOL CITY 1.6 Mi;CARRO;R. Rio Tigre, 276 - Jardim Figueira - Amparo - SP;Interior/SP;;
29/9/15 9:40;DYT7770;JH2SC59018M005252;HONDA;CBR 1000RR;MOTOCICLETA;RUA GUSTAVO STUART, 240 - JARDIM SANTA MÔNICA – CAMPINAS/SP;Interior/SP;;
29/9/15 10:40;FXH9829;9C6KG0460F0112011;YAMAHA ;FAZER YS 250;MOTOCICLETA;R. RIACHUELO - CENTRO, PERUÍBE – SP;Litoral/sp;;
29/9/15 14:55;ELC6251;9BGTW75C0AC128145;GM;ZAFIRA ELITE 2.0;CARRO;R. DIVA,444 - PARQUE SANTO ANTONIO - GUARULHOS - SP;Guarulhos/SP;;
3/10/15 10:54;FBK8786;9CDGR7NAAEM100053;SUZUKI;GSR 750;MOTOCICLETA;AV. ANTÔNIO D'ANDRÉA - PARQUE NOSSA SRA. DAS DORES - LIMEIRA - SP;Interior/SP;;
5/10/15 13:05;JMJ1308;9BD178258V0476001;FIAT;PALIO;CARRO;RUA CARLOS CONTI - JARDIM JULIETA, SÃO PAULO - SP;ZONA LESTE/SP;;
5/10/15 17:22;MAW8874;9BWCA15X3YT194433;VW;GOL;CARRO;Av. São Paulo, 950 – Centro Londrina - PR;PR;;
5/10/15 21:39;IWC7236;9CDGR7NAAFM100696;SUZUKI;GSR 750;MOTOCICLETA;Av. Ernesto Neugebauer, 2394 – Humaitá - Porto Alegre - RS;RS;;
6/10/15 22:35;FVO3920;9C2JC4110FR819795;HONDA;CG 125 FAN ES;MOTOCICLETA;AV. INDUSTRIAL, ALT. Nº3400, SANTO ANDRE-SP;ABCD/SP;;
9/10/15 9:08;FHE3100;9C2NC4910FR014207;HONDA;cb 300R;MOTOCICLETA;Rua Tomé de Souza, 220 - Lapa, São Paulo – SP (Zona Oeste) ;ZONA OESTE/SP;;
9/10/15 11:20;CFF2566;9BWZZZ377TT089000;VW;GOL CL 1.6;CARRO;Rua Silveira da Mota - Cambuci, São Paulo - SP;ZONA SUL/SP;;
10/10/15 9:00;FFR1343;3N1CK3CD9DL237394;NISSAN;MARCH SR 1.6;CARRO;R. CHARLES KING, 88 - Conjunto Habitacional Teotônio vilela – Sapopemba/SP;ZONA LESTE/SP;;
11/10/15 17:55;FJA1660;95VZ92C2FFM000616;DAFRA;CITYCLASS;MOTOCICLETA;R. NOVA BRASÍLIA - JARDIM DONA SINHA - SÃO PAULO - SP;ZONA LESTE/SP;;
15/10/15 13:34;CVC8316;9BGSC08Z0YC212487;GM;Corsa Wind;CARRO;Rua Dr. Luís da Fonseca Galvão - Parque Maria Helena – São Paulo/SP;ZONA SUL/SP;;
16/10/15 5:23;FXK9660;9C6KG0650E0022960;YAMAHA ;YS 150 FAZER SED;MOTOCICLETA;R. Oscarito - Jardim Sonia Maria - Mauá - SP;Mauá/SP;;
16/10/15 6:19;FFL7480;9C2JC4110FR208808;HONDA;CG 125 FAN ES;MOTOCICLETA;Av. Jânio Quadros - Santa Maria - Osasco - SP;ZONA OESTE/SP;;
16/10/15 23:50;FRQ2240;96PEXHB18EFS00227;Kawasaki;NINJA 300;MOTOCICLETA;Rua Antônio Ferraz Costa, 547 - Vila Santa Cruz, Itatiba - SP;Interior/SP;;
18/10/15 11:55;FKY4041;KMHD351GBDU065675;HYUNDAI;I30 1.6;CARRO;Rua. Tiradentes alt.49 – Vila Teixeira/ Salto - SP;Interior/SP;;
18/10/15 13:24;FKL8688;95VKV6J5DEM001242;DAFRA;CITYCOM.300;MOTOCICLETA;Rua. Borges Lagoa – Vila Clementino/SP;ZONA SUL/SP;;
19/10/15 10:30;FJS3567;9BWAA05W5EP026337;VW;GOL 1.0;CARRO;R. do Canto - Jardim Alto Alegre (São Rafael – Zona leste) São Paulo - SP;ZONA LESTE/SP;;
19/10/15 11:42;EPS3271;9BGAD69C0AB274398;GM;VECTRA EXPRESSION;CARRO;R. dos Guaicurus, 456 - Vila Miguel Vicente Cury - Campinas - SP;Interior/SP;;
19/10/15 18:16;EFJ2806;9C6KG017080096995;YAMAHA ;YS 250 FAZER;MOTOCICLETA;Rua Luís Juliani 347- Jardim Adutora, São Paulo/SP;ZONA LESTE/SP;;
19/10/15 22:08;FAR9328;9BD13531CE2250373;FIAT;IDEA ADV;CARRO;R. Manoel de Paiva, 21 - Vila Mariana - São Paulo - SP;Centro/SP;;
19/10/15 23:45;EGZ6595;9C6KG021080033367;YAMAHA ;XTZ 250 LANDER;MOTOCICLETA;Avenida Raimundo Pereira de Magalhães com a Estrada Clementina Cardoso da Silva -  Sitio Botuquara – São Paulo – SP ;ZONA NORTE/SP;;
22/10/15 16:12;EXJ2510;9C2JC4830ER026552;HONDA;BIZ125EX;MOTOCICLETA;Av. Principal, 800 – Jardim Marilia, São Paulo - SP;ZONA LESTE/SP;;
26/10/15 1:30;HPK3369;9BWCA05X21T167501;VW;GOL;CARRO;Rua Nagasaki, 471 Jd Vista Linda – BERTIOGA/SP ;Litoral/sp;;
26/10/15 13:36;FTQ4783;9C2KF1710FR802454;HONDA;PCX 150;MOTOCICLETA;R. Adriana Namura - Água Rasa - São Paulo – SP;ZONA LESTE/SP;;
27/10/15 20:28;GIL2957;WAUHF68P69A143089;AUDI;A3 Sportback;CARRO;Trevo de Itapira sentido Jacutinga;Interior/SP;;
28/10/15 16:43;HWE7787;9BWCA15X2YT235215;VW;GOL;CARRO;Travessa Coração, 121 – Jardim da Conquista/SP;ZONA LESTE/SP;;
29/10/15 11:25;CZJ6616;9BWZZZ373YT111228;VW;GOL;CARRO;v. Raimundo Pereira de Magalhães - Vila Pirituba, São Paulo - SP;ZONA NORTE/SP;;
29/10/15 17:58;DXP4486;9BD15802AA6272257;FIAT;Uno Mille 1.0;CARRO;R. Francisco Cesário de Azevedo, Cosmópolis - São Paulo/SP;Interior/SP;;
30/10/15 12:39;FFX0051;WB1050705AZV35035;BMW;S 1000RR;MOTOCICLETA;Rua. Afonso Nassife,161 - Boqueirão – Curitiba – PR (Em frente a Residência);PR;;
30/10/15 13:50;GOS3921;8AWZZZ30ZNJ047673;VW;VOYAGE;CARRO;Av. Leão Machado - Parque Continental, São Paulo – SP – em Frente ao Shopping Continental ;ZONA OESTE/SP;;
30/10/15 18:32;EZA0856;8A1CB8W05CL939413;RENAULT;CLIO CAM;CARRO;Rua Keichi Matsumoto, 446 – Colônia - São Paulo - SP;ZONA LESTE/SP;;
30/10/15 21:35;DZL8838;9CDGMS1AJ9M006333;SUZUKI;GS 500-E;MOTOCICLETA;Avenida Engenheiro Caetano Alvares, altura do 1000 – Bairro do Limão – São Paulo – SP ;ZONA NORTE/SP;;
31/10/15 10:35;EOV8278;9C2PC4210AR500752;HONDA;CB 600F HORNET;MOTOCICLETA;Rod. Raposo Tavares, São Paulo – SP – Altura do Km 10;ZONA OESTE/SP;;
31/10/15 20:00;DZH6460;WAUHF68PX8A031930;AUDI;A3 Sportback;CARRO;Águas de Lindóia – São Paulo/SP;Interior/SP;;
31/10/15 20:12;CIK5380;9BWZZZ32ZGP240436;VW;SANTANA CS;CARRO;Rua Pedro Alvereda, Itanhaem, SP;Litoral/sp;;
3/11/15 2:45;EKQ6235;9BWDB05U4AT073370;VW;VOYAGE;CARRO;Rua Josefina Marotti, altura do 21 – Bairro dos Casa – São Bernardo do Campo – SP ;ABCD/SP;;
4/11/15 12:29;FSX2419;95VD45A5FFM000196;DAFRA;next 250cc;MOTOCICLETA;R. Voluntários da Pátria, 4053 – Santana - São Paulo;ZONA NORTE/SP;;
5/11/15 9:55;CLR9937;9BGSE19NWVC665238;GM;CORSA SEDAN GL;CARRO;Rua Alarico Cavalcante Nunes 200 São Paulo,SP ;ZONA LESTE/SP;;
6/11/15 23:05;DIG7474;93UNC28L234003435;AUDI;A3 1.8 Turbo;CARRO;R. Sebastião de Morães – São Carlos/SP;Interior/SP;;
7/11/15 0:19;EHW9001;9C2ND0910AR019258;HONDA;XRE 300;MOTOCICLETA;Rua Ruy Manoel Sampaio Seabra Pereira – Guietude – Praia Grande/SP;Litoral/sp;;
7/11/15 15:14;FBV8720;9C6KG0490F0025820;YAMAHA ;FAZER YS 250;MOTOCICLETA;R. Tibúrcio de Sousa,2782- Itaim Paulista - São Paulo – SP ;ZONA LESTE/SP;;
8/11/15 10:31;ESX1342;9C6KJ0050C0001525;YAMAHA ;XJ6 F;MOTOCICLETA;Trajeto entre Águas de São Pedro – SP e Piracicaba, SP;Interior/SP;;
8/11/15 13:08;CFF7694;9BGVR19LTTB207883;GM;OMEGA;CARRO;Rua Noruega, 310 – Jardim das Nações - Salto - SP;Interior/SP;;
10/11/15 8:25;CEI2303;9BD159542T9149103;FIAT;TEMPRA;CARRO;Av. dos Ourives – Jardim Celeste - São Paulo - SP;ZONA SUL/SP;;
10/11/15 19:07;EWB9935;9C2ND0910CR003580;HONDA;XRE 300;MOTOCICLETA;Rua Ricieri Montagner - Dic VI (Conjunto Habitacional Santo Dias Silva), Campinas – SP;Interior/SP;;
11/11/15 22:45;FBJ4467;95VD42D5CDM000800;DAFRA;next 250cc;MOTOCICLETA;Rua. Oswaldo Cruz alt. 196 – Boqueirão/Santos – SP;Litoral/sp;;
12/11/15 7:51;FAV5838;9C6KG0450D0024262;YAMAHA ;XTZ 250 TENERE;MOTOCICLETA;RUA ALABASTRO,137 - CONCEIÇÃO, DIADEMA - SP;ABCD/SP;;
12/11/15 0:00;ESZ1190;95V022508CZ064336;BMW;F 800 GS;MOTOCICLETA;Rua Manacio Apelian, 141 - Bopiranga, SP - Itanhaém ;Litoral/sp;;
13/11/15 16:12;MTY1166;WAUAFC8K6BA061812;AUDI;A4 2.0;CARRO;Av Brasil , – RJ  - RJ;Rio de Janeiro/RJ;;
15/11/15 22:15;FBH6883;9C6KG0460C0067569;YAMAHA ;YS 250 FAZER;MOTOCICLETA;Rua Felício João, 120 – Vitória Regia – Sorocaba/SP;Interior/SP;;
16/11/15 19:29;DVA0170;9BMMF33E1XA000004;M.BENZ;CLASSE A;CARRO;Rua Gaspar Ricardo, 261  – Centro – Diadema – SP ;ABCD/SP;;
16/11/15 22:33;NPC6778;9C2PC42009R002654;HONDA;CB 600F HORNET;MOTOCICLETA;Avenida Américo Figueiredo, Jardim Simus  – Sorocaba – SP ;Interior/SP;;
17/11/15 15:52;DZY5939;93YLSR1RH8J963066;RENAULT;LOGAN ;CARRO;RUA ANITA COSTA 16, São Paulo, SP.    Referência: (PRÓXIMO AO METRO JABAQUARA);ZONA SUL/SP;;
18/11/15 12:49;BQM7576;9BWZZZ30ZRP299427;VW;SAVEIRO;CARRO;Rua Tamôio - Vila Santa Catarina - Americana - SP;Interior/SP;;
18/11/15 14:05;FUV5640;9C6KG0660F0046378;YAMAHA ;YS 150 FAZER SED;MOTOCICLETA;Av. Industrial, 3330 - Jardim, Santo André – SP (UNIABC);ABCD/SP;;
18/11/15 19:52;FYO4552;9C6KG0460F0113916;YAMAHA ;YS 250 FAZER;MOTOCICLETA;Av. João Firmino, 720 – Assunção - São Bernardo do Campo - SP;ABCD/SP;;
21/11/15 17:48;KEA5713;9BG138DT0XC916852;GM;S10 Pick up;CARRO;Rua MATIAS VELHO,555 – centro  -  CANOAS - RS ;RS;;
22/11/15 0:04;OGZ1325;9BM350043GB737657;PEUGEOT;308 ;CARRO;Rua Dr. Luís de Campos Moura / Rua Gastão Bousquet - Vila Sao Jorge, Santos - SP ;Litoral/sp;;
23/11/15 8:31;EDS3464;9BGRZ48909G156253;GM;CELTA LS 2P;CARRO;Rua Benedito Venceslau 121, Jd. São Paulo, São Paulo-SP;ZONA NORTE/SP;;
23/11/15 8:34;FNT7548;9CDGR7MAJEM100062;SUZUKI;GSX-R 750;MOTOCICLETA;Rua dos Pintados 45, Salto de São Jose, Salto, SP;Interior/SP;;
23/11/15 15:03;EWH0297;9C2NC4310CR066839;HONDA;cb 300R;MOTOCICLETA;RUA OSVALDO DE OLIVEIRA 259 PRAIA GRANDE SP;Litoral/sp;;
25/11/15 9:50;EXE5263;9CDGP74AFBM102097;SUZUKI;GSX 650F;MOTOCICLETA;RUA AFONSO SCHIMIDT,612 Pq. dos Bandeirantes RIBEIRÃO PRETO;Interior/SP;;
25/11/15 12:03;JLX0288;9BWZZZ32ZPP013576;VW;SANTANA GL;CARRO;RUA RIO GRANDE DO SUL /ITUPEVA SP;Interior/SP;;
26/11/15 21:40;PSF5488;9C2ND1110FR027837;HONDA;XRE 300;MOTOCICLETA;Azaleias, 67 - Jardim Azano I - SP;ZONA OESTE/SP;;
29/11/15 16:05;NSQ2668;JH2SC59929K100222;HONDA;CBR 1000RR;MOTOCICLETA;RUA ASSIS MACHADO,SOROCABA, SP;Interior/SP;;
30/11/15 23:40;ESV3816;9CDGR7NAJEM100011;SUZUKI;GSR 750;MOTOCICLETA;Via Marginal - Vila da Gloria, Limeira - SP;Interior/SP;;
1/12/15 12:14;FUH8530;9C6KE2040E0001098;YAMAHA ;YBR 125 K;MOTOCICLETA;Rua Bragança 50 São Bernardo do Campo, SP;ABCD/SP;;
1/12/15 22:03;FJT5469;9C2KD0810FR466282;HONDA;NXR 160 BROS;MOTOCICLETA;AV. Bartolomeu de Gusmão, 19, Aparecida, Santos-SP;Litoral/sp;;
2/12/15 1:00;BSS3400;9BWZZZ30ZNT151657;VW;GOL;CARRO;Rua Gentil Braga, ALT.Nº1, Vila Buenos Aires, São Paulo-SP (esquina com Rua Mateus Lourenço de Carvalho);ZONA LESTE/SP;;
2/12/15 6:49;HOF9985;9C2NC4310CR039921;HONDA;cb 300R;MOTOCICLETA;RUA QUATORZE ALT. 126 – MORADA NOVA/ CONTAGEM - MG;Contagem/MG;;
2/12/15 16:34;IAI5427;9BD19241R93082727;FIAT;STILO 1.8 16V;CARRO;Av. Pacífico Moneda – Jaguariúna/SP;Interior/SP;;
3/12/15 8:14;FPD3326;9C6KE1940G0049725;YAMAHA ;YBR 125 K;MOTOCICLETA;R. Salvador Balbino de Matos, Vila Nova Itaim, São Paulo, SP;ZONA SUL/SP;;
3/12/15 8:08;FDE2330;9C2NC4910FR105595;HONDA;cb 300R;MOTOCICLETA;Av. Conselheiro Nébias, 644 – Santos/SP;Litoral/sp;;
5/12/15 9:04;ECE5338;9C2PC42109R501445;HONDA;CB 600F HORNET;MOTOCICLETA;RUA ANTÔNIO ZACARIAS – JARDIM RESIDENCIAL ITAIM II – ITU/SP;Interior/SP;;
5/12/15 19:45;DCV1464;9BG116A80YC447940;GM;S10 BLAZER;CARRO;Tv. Santiago Ramon, 2 - Chácara Belenzinho - São Paulo - SP;ZONA LESTE/SP;;
6/12/15 16:22;GAE3116;9C6KG0460F0113309;YAMAHA ;YS 250 FAZER;MOTOCICLETA;Av. Mario de Andrade - Condomínio Maracanã, Santo André - SP;ABCD/SP;;
8/12/15 14:37;EQR1595;9CDGR7LAJBM105245;SUZUKI;GSXR 750 W SRAD;MOTOCICLETA;R. Prof. Nelson Guedes, 188, Apto. 31 -Sorocaba - SP;Interior/SP;;
8/12/15 14:49;FZY8560;9C2KC1680FR305532;HONDA;CG 150 FAN ESDI;MOTOCICLETA;R. Nossa Sra. de Lourdes, 92 – Capela -Vinhedo - SP;Interior/SP;;
8/12/15 19:22;FXV8349;9C2KD0810FR476478;HONDA;NXR 160 BROS;MOTOCICLETA;Av. Doná Ruice Ferraz Alvin 1741 - Serraria, Diadema - SP;ABCD/SP;;
8/12/15 23:50;EOY5280;9C2ND0910BR008544;HONDA;XRE 300;MOTOCICLETA;Rua Paraguai, 56 - Gonzaga - Santos - SP;Litoral/sp;;
10/12/15 22:25;FID7529;96PEXBK17CFS01346;Kawasaki;NINJA 250R;MOTOCICLETA;Rua Doutor Campos Sales - Centro, Pindamonhangaba - SP;Interior/SP;;
10/12/15 23:38;LPA4549;9BWCA05W48P022907;VW;GOL CITY;CARRO;Estrada Municipal Varjão – Bairro Novo Horizonte – Jundiaí  - SP  ;Interior/SP;;
12/12/15 17:04;FNF6890;9C6KG0460E0105994;YAMAHA ;YS 250 FAZER;MOTOCICLETA;Rua Alm. Barroso – Centro - Diadema /SP ;ABCD/SP;;
12/12/15 17:33;DDF9360;9BGTT08C01B168030;GM;Astra;CARRO;R. Armando da Fonseca, 145 - Vila Panucce - Ferraz de Vasconcelos - SP;FERRAZ DE VASCONCELOS;;
13/12/15 20:37;FCE0420;9C2KC1680FR011549;HONDA;CG 150 FAN ESDI;MOTOCICLETA;Rua do Cabo - Jardim Mesquita, Carapicuíba – SP CEP 06340-050;ZONA OESTE/SP;;
14/12/15 3:24;DJM9810;9C2JC4120ER011945;HONDA;CG 125 FAN ES;MOTOCICLETA;Rua Cornélio de Arzão, Nº203, Jd. Míriam (zona leste)São Paulo - SP;ZONA LESTE/SP;;
15/12/15 9:50;CPA4021;9BGTB08BXWB305725;GM;ASTRA;CARRO;RUA SIRIRI, 77 – GUARULHOS (RESIDENCIA);Guarulhos/SP;;
15/12/15 12:32;FZL3296;95VD45A5FFM000188;DAFRA;next 250cc;MOTOCICLETA;R. Maria Helena, Centro – Carapicuíba/SP;ZONA OESTE/SP;;
15/12/15 13:59;LLN9160;9BG116GP0BC469539;GM;S10 BLAZER;MOTOCICLETA;Rodovia Anchieta, na altura do Bairro  Jardim casqueiro/SP;Litoral/sp;;
15/12/15 16:00;ATZ2892;JH2SC59978K020283;HONDA;CBR 1000RR FIRE BLADE;MOTOCICLETA;Av. das Ararás, SN - Vila castelar - Limeira - SP;Interior/SP;;
15/12/15 16:17;DCR5800;9CDVS52AJ1M000270;SUZUKI;INTRUDER VS 800;MOTOCICLETA;AV. DO ESTADO, 770   (DER-DETRAN) ;Centro/SP;;
16/11/15 20:46;DGE8086;9BWHB09A23P006599;VW;POLO;CARRO;Rua Domingos Sérgio dos Santos, Vila Pirituba- São Paulo - SP;ZONA OESTE/SP;;
19/12/15 5:15;FHU3970;9C2KC2200GR000889;HONDA;CG 160 FAN;MOTOCICLETA;PONTE DO SOCORRO, SANTO AMARO, SÃO PAULO-SP;ZONA SUL/SP;;
21/12/15 15:25;DEZ1315;WAUZZZ8DZTA233811;AUDI;A4 2.0;CARRO;Rua Alberto Baldan, 88 Cidade Araci - São Carlos SP 13573-128;Interior/SP;;
23/12/15 0:22;FJN5469;9C2KC1680FR200753;HONDA;CG 150 FAN ESDI;MOTOCICLETA;km 24 da Rodovia Anhanguera sentido São Paulo;ZONA OESTE/SP;;
24/12/15 0:04;EWG1856;95VD42D5CMD000928;DAFRA;next 250cc;MOTOCICLETA;Rua Santa Angelina, 2 - Vila Sao Rafael - Guarulhos - SP;Guarulhos/SP;;
24/12/15 0:22;FZC1349;9C2KD0810FR443989;HONDA;NXR 160 BROS;MOTOCICLETA;Rodovia Raposo Tavares, próximo ao Carrefour – Jardim Boa Vista - São Paulo - SP  ;ZONA OESTE/SP;;
24/12/15 6:29;FPV3969;9C2KF1710FR804760;HONDA;PCX 150;MOTOCICLETA;Rua Adriana Namura, altura do 1900  – Água Rasa - São Paulo - SP  ;ZONA LESTE/SP;;
25/12/15 13:17;DEE9610;9BMMF33E32A041744;M.BENZ;CLASSE A;CARRO;RUA JOSÉ FRANCISCO DE FREITAS 488 JARDIM MARIA RITA – SÃO PAULO/SP;ZONA SUL/SP;;
28/12/15 19:30;EFD7883;9C2ND0910CR000075;HONDA;XRE 300;MOTOCICLETA;Av. Alfredo Ravaneli, na altura do Bairro Jardim Juliana - Ribeirão Preto - SP;Interior/SP;;
28/12/15 22:54;FBG4435;9D2JC4820DR303764;HONDA;BIZ125EX;MOTOCICLETA;Avenida Radial leste, 1200 – Parque Artur Alvim – São Paulo farol de acesso a Rua Maciel Monteiro. ;ZONA LESTE/SP;;
29/12/15 20:39;FVN8550;9C2JF2500ER300360;HONDA;LEAD 110;MOTOCICLETA;AV. GETÚLIO VARGAS, 1730 - SALTO-SP;Interior/SP;;
29/12/15 22:17;FTH6480;9C2KF1710FR806354;HONDA;PCX 150;MOTOCICLETA;RUA NOVA BRASÍLIA, 500 – JARDIM DONA SINHA - SÃO PAULO - SP;ZONA LESTE/SP;;
30/12/15 12:37;FJM9529;9BWAA05W7EP026632;VW;GOL 1.0;CARRO;R. Manuel Mourato, 166 - Jardim Vila Carrao - São Paulo - SP;ZONA LESTE/SP;;
31/12/15 21:56;FZL5862;9C2JC4830FR034898;HONDA;BIZ125EX;MOTOCICLETA;RUA JOSE NUNES DOS SANTOS ALT.Nº780, PQ. PAULISTANO- SÃO PAULO - SP;ZONA LESTE/SP;;
31/12/15 22:38;GCT9020;9C2KC1670FR539205;HONDA;cg 150 StART;MOTOCICLETA;RUA HUMBERTO DE CAMPOS, ALT.Nº180, VL YOLANDA/OSASCO-SP;ZONA OESTE/SP;;
1/1/16 13:54;CNI2189;8AP17201MA2031156;FIAT;siena;CARRO;Rua  Ramiro Barcelos, s/n Pq. Universitário Canoas - RS;RS;;
4/1/16 16:15;DDI0258;8AP17202516000603;FIAT;siena;CARRO;R. Benjamin Constant – Centro - Salto - SP;Interior/SP;;
5/1/16 15:26;FTR2251;9C6KG0650G0038334;YAMAHA ;YS 150 FAZER SED;MOTOCICLETA;Av. Angélica, 1814 - Consolação - São Paulo/SP;Centro/SP;;
6/1/16 6:48;CPI0398;8AC690330YA541087;M.BENZ;312D SPRINTER F;CARRO;R. Orestes Barbosa, 129 - Jardim Santa Rita de Cassia Jundiaí - SP;Interior/SP;;
6/1/16 9:17;FHS2810;9C6KJ0060C0000489;YAMAHA;XJ6 N ;MOTOCICLETA;R. Atanázio Soares, 1379 - Jardim Maria Eugenia Sorocaba - SP;Interior/SP;;
6/1/16 21:22;GAI0970;9C2KC1670FR218488;HONDA;CG150 START;MOTOCICLETA;Estr. do Pequiá, 812 - Vila Silviania Carapicuíba - SP;ZONA OESTE/SP;;
8/1/16 13:54;JWA5728;8BCLDRFJ480527454;CITROEN;C4 PALLAS;MOTOCICLETA;AV. MARIA MONTESSORI 222 PORTO ALEGRE-RS;RS;;
9/1/16 17:17;IPF8755;93XHNK7409C850705;MITSUBISHI;L 200;CARRO;Rua Alcides Longhi, 131 – Sanvitto - Caxias do Sul/RS;RS;;
10/1/16 20:58;DQZ6301;9BWKA05Z664201423;VW;FOX CITY;CARRO;RUA JOSÉ VICTOR DE ARAÚJO, 204 – JARDIM SÃO PEDRO - MOGI DAS CRUZES/SP;Interior/SP;;
11/1/16 13:31;DVS1204;9BWCA05WX8C084845;VW;GOL CITY;CARRO;REGIÃO JD. SÃO JUDAS – AMPARO/SP ;Interior/SP;;
11/1/16 16:45;FQH8457;9BD195102E0584101;FIAT;UNO VIVACE;CARRO;Rua Manoel da Luz Drummond - São Matheus – São Paulo/SP;ZONA LESTE/SP;;
11/1/16 19:24;DVH4994;9C2JA04308R000564;HONDA;BIZ125EX;MOTOCICLETA;RUA JOÃO RAMALHO ALT. 579 – CASA GRANDE/ DIADEMA – SÃO PAULO/SP;ABCD/SP;;
12/1/16 8:15;CMW6341;9BG116GX05C435053;GM;S10 BLAZER;CARRO;Bairro Três Marias, Taubaté - SP;Interior/SP;;
12/1/16 13:20;FLY6919;9BGRP48F0EG128637;GM;CELTA;CARRO;R. Parnapoã, 380 - Cidade Dutra,São Paulo - SP;ZONA SUL/SP;;
13/1/16 17:33;EFY2864;94TT4TDE38H011176;TROLLER;T-4 4X4;CARRO;rua Blumenau,320 – Santa Cândida – Araras/SP;Interior/SP;;
14/1/16 9:05;ELJ3172;9BD15804AD6731189;FIAT;uno mille way;CARRO;R. Geraldo Baldes Leitão, 13 - Jardim Indaia -São Paulo - SP;ZONA LESTE/SP;;
14/1/16 9:23;EKB8400;9C6KM003090012090;YAMAHA;XT 660R;MOTOCICLETA;Rua Padre Manoel da Nóbrega,12 – Vila Paraiso – Mogi Guaçu/SP;Interior/SP;;
14/1/16 10:35;EKS0791;9BGRJ6940AG211466;GM;PRISMA;CARRO;Rua 24 de Junho - 415 Iapi, Porto Alegre – RS;RS;;
14/1/16 17:31;DTY7419;9362AKFW98B019183;PEUGEOT;206 ;CARRO;RUA PINHEIRAL,40 – VILA CARNEIRO – ZONA LESTE;ZONA LESTE/SP;;
15/1/16 11:33;DOO7738;9362C7LZ94B025442;PEUGEOT;206;CARRO;Rua Adílson Dias de Souza - Jardim Zaira, Mauá/SP;ABCD/SP;;
15/1/16 23:08;FMK8289;9C6KG0210E0066134;YAMAHA;XTZ 250 LANDER;MOTOCICLETA;Av. Capitão Luiz Hourneaux - Jardim Paraiso São Vicente - SP;Litoral/sp;;
17/1/16 9:52;FFD1439;9C2NC4910ER016217;HONDA;cb 300R;MOTOCICLETA;Rua Valter Miranda, Itanhaém - SP;Litoral/sp;;
17/1/16 21:14;IRY8487;JH2PC409XBK400237;HONDA;CBR 600 RR;MOTOCICLETA;Estrada Vicinal Tunel das Aguas Claras, km 18 - Nazaré Paulista – SP;Interior/SP;;
18/1/16 20:21;FMW4710;9C2ND1110FR013438;HONDA;XRE 300;MOTOCICLETA;Rua Amador Bueno da Ribeira alt. Nº45, São Vicente-SP;Litoral/sp;;
18/1/16 23:04;LQR6186;JH25CS994CK400366;HONDA;CBR 1000RR;MOTOCICLETA;Av. Capitão casa, São Bernardo do Campo /SP;ABCD/SP;;
19/1/16 18:08;FSC7376;9BGJC69Z0EB260746;GM;COBALT LTZ 1.8;CARRO;Rua Santos, 50 - Jardim São Francisco - Cubatão/ SP;Litoral/sp;;
19/1/16 23:20;CHR3563;9VWZZZ377VP514901;VW;GOL 1000;CARRO;Rua  Carlos Mazer – Vila Carmosina, São Paulo/SP;ZONA LESTE/SP;;
20/1/16 19:13;GZP4336 ;9BD18574027055503;FIAT;MAREA HLX;CARRO;R. José Neves alt. Nº 360, Vl. São Paulo, São Paulo – SP (Esquina c/ Rua do Mar);ZONA SUL/SP;;
20/1/16 19:27;DMU7651;93XGNK7407C728963;MITSUBISHI;L200 GL 2.5;CARRO;RUA. MAJ. JOÃO LÍCIO ALT.30 – CENTRO/ SOROCABA – SÃO PAULO/SP ;Interior/SP;;
21/1/16 0:03;FRR8410;9C6KG0450E0028185;YAMAHA;XTZ 250 TENERE;MOTOCICLETA;Rua Albert Schweitzer, alt.Nº223, São Bernardo do Campo-SP ;ABCD/SP;;
22/1/16 23:36;LRT1152;9362EN6A95B030155;PEUGEOT;206;CARRO; Av. Dom Pedro I, 3400 - Vila América, Santo André - São Paulo/SP ;ABCD/SP;;
23/1/16 7:18;FRA7569;9C6KJ0060F0005285;YAMAHA;XJ6 N;MOTOCICLETA;R. Soares de Avellar, 800 - Vila Monte Alegre, São Paulo - SP;ZONA SUL/SP;;
23/1/16 20:21;LOR4390;93HGD17404Z100507;HONDA;FIT LX 1.4;CARRO;Rua Lajeado, Niterói, Canoas-RS;RS;;
21/1/16 14:20;FID9093;9C2ND1110DR014874;HONDA;XRE 300;MOTOCICLETA;R. José Versolato, 111 - Centro - São Bernardo do Campo - SP;ABCD/SP;;
